source_platform,title,app_id,field_name,value,evidence_type,evidence_text,evidence_url,confidence
ios,AI Lover - AI Girlfriend Chat,Fantasy.GF,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-lover-ai-girlfriend-chat/id6736365427?uo=4,medium
ios,ChaChat:Chat with AI Character,com.mynalabs.overdub,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/chachat-chat-with-ai-character/id6444773124?uo=4,low
ios,AI BF - Virtual Boyfriend Chat,com.lyndl.aiboyfriend,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-bf-virtual-boyfriend-chat/id6757341256?uo=4,medium
ios,Dokichat – Romantic AI Chat,club.dokichat.app,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/dokichat-romantic-ai-chat/id6642711442?uo=4,low
ios,AI Boyfriend: Spicy Chat AI,co.northlogic.aiboyfriend,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-boyfriend-spicy-chat-ai/id6478466685?uo=4,medium
ios,AI Boyfriend: Truth or Dare+,tinyleo.com.gaycouple,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-boyfriend-truth-or-dare/id6448089548?uo=4,medium
ios,Jaxxi: AI Boyfriend,com.castlepumpkin.jaxi,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/jaxxi-ai-boyfriend/id6714478786?uo=4,low
ios,Virtual Boyfriend Chat - AI BF,com.heyloopofficial.HeartMate,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/virtual-boyfriend-chat-ai-bf/id6747583000?uo=4,medium
ios,MeetAI：Chat with AI Friend,com.meet.ai,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/meetai-chat-with-ai-friend/id6447675508?uo=4,low
ios,Boyfriend AI: Find True Love,com.happyapplab.boyfriendai,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/boyfriend-ai-find-true-love/id6470070770?uo=4,medium
ios,HiWaifu: AI Friend & Waifu Hub,com.hiwaifu.app,app_type,companion,classification_rule,Developer domain matches a known companion or character-chat platform.,https://apps.apple.com/us/app/hiwaifu-ai-friend-waifu-hub/id6447806780?uo=4,high
ios,LeonTalk,com.inferbot.aiwizard,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/leontalk/id6740220703?uo=4,low
ios,EVA AI Soulmate,com.ifriend.ios,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/eva-ai-soulmate/id1551794721?uo=4,medium
ios,Ai Girl: Chat with Girlfriend,ai.girl.friend.character,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/ai-girl-chat-with-girlfriend/id6503456381?uo=4,low
ios,Fling AI Character & Roleplay,com.pixerylabs.aifriend,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/fling-ai-character-roleplay/id6478596328?uo=4,medium
ios,HiBae - Best AI Companion,ai.hibae.3d,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/hibae-best-ai-companion/id6449830507?uo=4,low
ios,DoloPlanet – Sensual AI Crush,net.dolopla.app,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/doloplanet-sensual-ai-crush/id6737131196?uo=4,medium
ios,Intimate - AI Girlfriend Chat,com.example.intimatev2,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/intimate-ai-girlfriend-chat/id6449442465?uo=4,medium
ios,Blush: AI Dating Simulator,ai.blush.app,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/blush-ai-dating-simulator/id1641301004?uo=4,low
ios,Romantic AI Girlfriend Chat,com.romanticai.romanticai,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/romantic-ai-girlfriend-chat/id1604044764?uo=4,medium
ios,SoulOn-AI Girlfriend 18+ Chat,ai.soulon.app,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/soulon-ai-girlfriend-18-chat/id6705133758?uo=4,low
ios,Anime Boyfriend - AI Boy Chat,com.AIBoyfriend.lovechat,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/anime-boyfriend-ai-boy-chat/id6472152442?uo=4,medium
ios,Cru.AI Mobile: Chat with AI,com.generator.artiblend,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/cru-ai-mobile-chat-with-ai/id6448693059?uo=4,low
ios,"Winked: Choose, Flirt, Love",com.nanobitsoftware.virtuallife,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/winked-choose-flirt-love/id1553495817?uo=4,medium
ios,LoverLink:Fantasy AI Chat Bot,org.reactjs.native.example.rn-im,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/loverlink-fantasy-ai-chat-bot/id6480102612?uo=4,low
ios,Leo: Korean Boyfriend,com.leoaiboy.aiboy,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/leo-korean-boyfriend/id6751222015?uo=4,medium
ios,Crushie Al: Chat & Companion,ai.crushie.app,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/crushie-al-chat-companion/id6741790631?uo=4,low
ios,AI Boyfriend Chat - Imate,com.imate.ai.boyfriend.companion,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-boyfriend-chat-imate/id6754762584?uo=4,medium
ios,Ai Boyfriend: Virtual Love,com.aiboyfriend.virtuallove,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-boyfriend-virtual-love/id6757331334?uo=4,medium
ios,Heat: Ai Girlfriend Chatbot,com.ai.tennis.master.tg,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/heat-ai-girlfriend-chatbot/id6471625886?uo=4,medium
ios,AI Friend & Companion: Allia,com.allia.app.AlliaApp,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/ai-friend-companion-allia/id6747612883?uo=4,low
ios,Date.AI - Virtual Lovers,com.dev12br.date.ai,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/date-ai-virtual-lovers/id6503018938?uo=4,medium
ios,My Men - Gay AI Boyfriends,com.newversion.mymen,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/my-men-gay-ai-boyfriends/id6754987498?uo=4,low
ios,AI Chat: Virtual Boyfriend,alexanderparnev.ai-boyfriend-chat,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-chat-virtual-boyfriend/id6758357675?uo=4,medium
ios,AI Boyfriend Anime Wonn,MustafaUtkuCoskun.AI-Boyfriend-Anime-Won,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-boyfriend-anime-wonn/id6738020035?uo=4,medium
ios,Anime Girlfriend AI - Waifu,com.aiessay.aiessay,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/anime-girlfriend-ai-waifu/id6448568488?uo=4,medium
ios,Chat with AI Boyfriend：StoryAI,com.story.genai,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/chat-with-ai-boyfriend-storyai/id6618139367?uo=4,low
ios,AI Girlfriend Chat: Jessy,jucy.ai.fantasy.hot.girlfrend,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-girlfriend-chat-jessy/id6504682610?uo=4,medium
ios,Chat AI - Your AI Boyfriend,com.colorful.heartchat,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/chat-ai-your-ai-boyfriend/id6743985654?uo=4,medium
ios,Ai Girlfriend :Virtual Chatbot,com.green.aigirlfriend,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/ai-girlfriend-virtual-chatbot/id6480179119?uo=4,low
ios,AI Boyfriend: Floze AI Chat,com.printage.floze,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-boyfriend-floze-ai-chat/id6739925704?uo=4,medium
ios,Fantasize - AI boyfriend chat,com.denizyanik.fantasize,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/fantasize-ai-boyfriend-chat/id6741333218?uo=4,low
ios,AI Chat Girlfriend,com.cemardaergezer.ChatBot,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-chat-girlfriend/id6446420271?uo=4,medium
ios,Boyfriend Plus - Brett,com.baller.phoney.boyfriend,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/boyfriend-plus-brett/id991709209?uo=4,low
ios,AI Girlfriend - MyGirl,com.aibestfriend.app,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-girlfriend-mygirl/id6449205857?uo=4,medium
ios,shapes.inc - AI with friends,com.shapesinc.shapes-inc,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/shapes-inc-ai-with-friends/id6747601762?uo=4,low
ios,Melting - AI Character chat,chat.melting.app,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/melting-ai-character-chat/id6745810835?uo=4,low
ios,WaifuChat: AI Anime Fantasy,ai.discolabs.waifuchat,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/waifuchat-ai-anime-fantasy/id6448847198?uo=4,low
ios,My Man - AI Boyfriend Chat,com.newversion.myman,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/my-man-ai-boyfriend-chat/id6755900894?uo=4,low
ios,AI Chatter Love,com.ai.chatter.love,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/ai-chatter-love/id6474120187?uo=4,low
ios,AI Girlfriend - AI GF Chat 18+,com.aichat.aiGirlFriend,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-girlfriend-ai-gf-chat-18/id6502073459?uo=4,medium
ios,Otherhalf AI,com.azimov.otherhalf,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/otherhalf-ai/id6470370773?uo=4,low
ios,BoyBot My Virtual Boyfriend,com.testa.boybot,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/boybot-my-virtual-boyfriend/id1339115133?uo=4,medium
ios,GirlfriendX: AI Waifu App,com.toon.girlfriendx,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/girlfriendx-ai-waifu-app/id6670700038?uo=4,medium
ios,Rubii: AI Characters Community,com.sf.rubii,app_type,companion,classification_rule,Developer domain matches a known companion or character-chat platform.,https://apps.apple.com/us/app/rubii-ai-characters-community/id6743956024?uo=4,high
ios,Anime Chat – AI Girlfriend Bot,com.meteor.aiwaifuswipe,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/anime-chat-ai-girlfriend-bot/id6472478091?uo=4,medium
ios,VCharm - your AI love coach,com.vcharm.app,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/vcharm-your-ai-love-coach/id6748373771?uo=4,low
ios,Muah AI: Dream Companion Chat,xyz.starshine.girlfriend,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/muah-ai-dream-companion-chat/id6479497772?uo=4,low
ios,TokkingHeads AI Magic Avatars,com.rosebud.tokkingheads,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/tokkingheads-ai-magic-avatars/id1536511845?uo=4,low
ios,Dream AI Companion,com.namitgupta.ai-girlfriend,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/dream-ai-companion/id6464687205?uo=4,medium
ios,MyMate: AI Boyfriend Chat,com.aiboyfriend.mymate,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/mymate-ai-boyfriend-chat/id6756811366?uo=4,medium
ios,Waifu AI Anime Girlfriend Chat,ai.waifu.chat,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/waifu-ai-anime-girlfriend-chat/id6473601392?uo=4,medium
ios,KrushChat AI Girlfriend,to.krush.ios,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/krushchat-ai-girlfriend/id6741112370?uo=4,medium
ios,Dewy: Chat with AI Characters,com.dewy.prod,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/dewy-chat-with-ai-characters/id6755132524?uo=4,low
ios,AI Girlfriend: Virtual GF Chat,com.makpel.aigirl,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-girlfriend-virtual-gf-chat/id6587564679?uo=4,medium
ios,Smart Virtual Boyfriend,com.kappsmart.svb,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/smart-virtual-boyfriend/id1040224715?uo=4,medium
ios,Winky:Your Personal AI Friends,com.ai.anime.chatbot,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/winky-your-personal-ai-friends/id6502935237?uo=4,low
ios,Butterflies - Talk to Real AIs,ai.butterflies.ios,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/butterflies-talk-to-real-ais/id6471347348?uo=4,low
ios,AI Girlfriend Fantasy - Rosify,rosify.ai.girlfriend.chatting,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-girlfriend-fantasy-rosify/id6590610877?uo=4,medium
ios,Lovinn: Real AI Companion,com.arclair.lovinn,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/lovinn-real-ai-companion/id6756288417?uo=4,medium
ios,Blushed - Romance Choices,com.sonidorico.blushed,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/blushed-romance-choices/id6466787923?uo=4,low
ios,Mimico - Ai friend chat,com.elon.chat.base.bot,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/mimico-ai-friend-chat/id1672175795?uo=4,low
ios,Milo – Fun AI Friends,com.pixelflyapp.milo,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/milo-fun-ai-friends/id6751944193?uo=4,low
ios,MiraiMind -- Your AI Soulmate.,com.meteor.miraimind,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/miraimind-your-ai-soulmate/id6502377840?uo=4,medium
ios,iDating - Cute AI Girlfriend,com.chat.gf.aigm,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/idating-cute-ai-girlfriend/id6478379861?uo=4,medium
ios,Your Lover AI,com.aichat.yourloverai.ailoveryour,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/your-lover-ai/id6504508706?uo=4,low
ios,AI Girlfriend: Virtual Fantasy,com.temkateam.girlai,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/ai-girlfriend-virtual-fantasy/id6746406662?uo=4,medium
ios,Dippy-AI Characters & Roleplay,dev.com.tryimpel.digi.Digi,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/dippy-ai-characters-roleplay/id6471991500?uo=4,low
ios,Spicy Chat AI - AI Roleplay,com.aichatbot.aigirlfriend,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/spicy-chat-ai-ai-roleplay/id6736992543?uo=4,medium
ios,Boyfriend Simulator,bf.com.wga,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/boyfriend-simulator/id6761436607?uo=4,low
ios,Yano AI- Bring my Favs to Life,app.mediocre.yano,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/yano-ai-bring-my-favs-to-life/id6504273866?uo=4,low
ios,Lovity: Chat & Create AI Mate,com.persona.pair,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/lovity-chat-create-ai-mate/id6670345052?uo=4,low
ios,Chatty: AI Roleplay Characters,com.cerasus.aiexperts,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/chatty-ai-roleplay-characters/id6447880524?uo=4,medium
ios,JustMet: Character AI Chat,com.isetai.justmet,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/justmet-character-ai-chat/id6596754793?uo=4,medium
ios,Spicychat AI: Roleplay Chat GF,spicy.chat.ai.cha,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/spicychat-ai-roleplay-chat-gf/id6754952278?uo=4,medium
ios,Lovyn - AI You'll Love,com.dengzhiren.lovyn,app_type,companion,classification_rule,Listing contains meaningful companion or relationship signals.,https://apps.apple.com/us/app/lovyn-ai-youll-love/id6755194370?uo=4,low
ios,Yuki: AI Friends Chat,com.yukichat.aiao,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/yuki-ai-friends-chat/id6760740243?uo=4,low
ios,Hailee: AI Girl,com.somewhere.hailee,app_type,other,classification_rule,Fallback classification: not enough evidence for companion or broad assistant behavior.,https://apps.apple.com/us/app/hailee-ai-girl/id6760208960?uo=4,low
ios,RARE: AI Dating Assistant,ai.rizz.dating.photo.generator,app_type,other,classification_rule,"Dating-helper tool, not an AI companion itself.",https://apps.apple.com/us/app/rare-ai-dating-assistant/id1668048955?uo=4,high
ios,Siya - AI Soulmate,com.siya.ai,app_type,companion,classification_rule,"Listing strongly emphasizes companion, roleplay, character chat, or relationship framing.",https://apps.apple.com/us/app/siya-ai-soulmate/id6466393355?uo=4,medium
